2,5,10,12,16,17

-72,-71,-73,-72,-72,-73,-73,-72,-75,-73,-73,-72,-73,-72,-72,-74,-73,-71,-70,-73,-72,-76,-76,-71,-76

-68,-70,-70,-70,-71,-70,-69,-71,-72,-71,-70,-70,-70,-70,-70,-70,-69,-69,-70,-70,-71,-71,-70,-70,-70

-77,-76,-76,-76,-76,-75,-76,-76,-77,-74,-74,-76,-76,-77,-77,-77,-80,-75,-76,-75,-77,-77,-80,-77,-76

-72,-74,-73,-71,-75,-75,-73,-72,-70,-68,-74,-71,-70,-74,-77,-71,-72,-73,-70,-74,-75,-74,-74,-71,-76

-66,-67,-65,-67,-66,-66,-65,-67,-67,-66,-66,-66,-66,-65,-66,-68,-66,-66,-65,-65,-65,-66,-66,-66,-65

-68,-70,-70,-66,-68,-68,-68,-70,-71,-68,-71,-69,-66,-68,-67,-69,-71,-72,-68,-69,-71,-72,-67,-71,-68

-81,-81,-80,-84,-82,-82,-79,-81,-81,-79,-79,-81,-81,-79,-81,-84,-83,-83,-82,-81,-78,-78,-79,-82,-80

-71,-70,-70,-72,-75,-71,-74,-74,-71,-75,-76,-74,-69,-71,-76,-78,-66,-74,-73,-68,-77,-75,-68,-74,-74

-73,-73,-72,-71,-70,-70,-72,-68,-72,-71,-68,-70,-69,-73,-72,-75,-77,-75,-73,-70,-71,-71,-67,-70,-71

-75,-74,-75,-70,-72,-72,-72,-75,-73,-74,-75,-75,-74,-74,-73,-72,-74,-72,-72,-75,-77,-76,-73,-74,-75

2,13,4,16,8,18

-67,-67,-67,-68,-69,-68,-65,-67,-67,-67,-66,-67,-68,-66,-67,-67,-69,-68,-67,-66,-67,-67,-66,-67,-67

-64,-64,-69,-73,-73,-64,-67,-70,-66,-73,-69,-65,-68,-66,-72,-70,-72,-70,-64,-76,-73,-65,-66,-66,-68

-68,-67,-68,-69,-69,-68,-68,-69,-68,-70,-69,-69,-68,-69,-69,-69,-69,-69,-69,-69,-69,-68,-69,-69,-69

-74,-73,-72,-72,-82,-77,-75,-77,-81,-75,-78,-80,-77,-77,-77,-77,-78,-75,-75,-77,-77,-73,-75,-75,-75

-69,-70,-68,-69,-68,-69,-68,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-68,-69,-68,-69,-69,-68,-70,-68

-70,-70,-69,-69,-69,-70,-69,-70,-70,-70,-69,-70,-70,-70,-69,-70,-70,-70,-69,-70,-70,-69,-69,-69,-70

-70,-69,-68,-68,-72,-72,-69,-71,-67,-70,-68,-69,-68,-69,-68,-73,-68,-72,-70,-71,-73,-72,-71,-73,-72

-72,-70,-72,-71,-73,-71,-73,-71,-75,-69,-70,-71,-70,-69,-71,-70,-72,-72,-72,-71,-71,-71,-71,-74,-70

-71,-70,-71,-71,-71,-70,-72,-72,-70,-71,-70,-70,-71,-72,-71,-70,-70,-71,-71,-70,-70,-71,-70,-70,-71

-71,-73,-75,-72,-73,-71,-76,-75,-73,-78,-77,-72,-71,-75,-73,-76,-76,-76,-76,-76,-76,-74,-74,-74,-74

-70,-72,-70,-70,-72,-73,-72,-72,-71,-71,-70,-69,-69,-71,-68,-70,-70,-68,-71,-70,-70,-70,-72,-72,-71

-72,-73,-72,-72,-72,-75,-74,-76,-73,-73,-73,-73,-72,-72,-74,-74,-73,-72,-76,-72,-73,-74,-75,-75,-73

1,15,3,11,6,9

-63,-62,-62,-63,-61,-63,-59,-61,-63,-62,-61,-60,-58,-63,-62,-59,-61,-61,-65,-62,-64,-64,-63,-65,-63

-52,-52,-52,-52,-52,-52,-52,-53,-52,-53,-52,-52,-52,-51,-52,-52,-52,-52,-53,-53,-52,-52,-52,-52,-52

-71,-70,-70,-72,-72,-71,-68,-69,-68,-66,-70,-70,-71,-70,-69,-71,-71,-70,-70,-72,-71,-69,-72,-69,-69

-66,-68,-68,-68,-66,-66,-66,-66,-66,-65,-68,-68,-67,-68,-66,-68,-67,-64,-66,-65,-66,-70,-67,-70,-68

-75,-76,-76,-78,-76,-76,-78,-77,-78,-78,-78,-79,-77,-77,-77,-77,-78,-77,-75,-76,-76,-77,-77,-75,-78

-71,-70,-69,-69,-70,-69,-70,-70,-69,-72,-74,-71,-71,-71,-72,-68,-71,-73,-70,-67,-69,-68,-72,-70,-73

-71,-69,-67,-68,-69,-70,-71,-71,-71,-68,-71,-69,-69,-68,-66,-69,-68,-72,-71,-70,-68,-68,-68,-67,-68

-71,-74,-73,-73,-75,-73,-73,-72,-71,-75,-74,-72,-73,-71,-73,-72,-73,-73,-74,-72,-74,-70,-74,-75,-74

-75,-77,-73,-77,-79,-78,-74,-74,-73,-70,-72,-78,-76,-74,-69,-75,-77,-75,-72,-70,-75,-77,-69,-75,-76

-80,-76,-79,-81,-79,-82,-78,-76,-75,-78,-76,-74,-76,-78,-74,-72,-80,-78,-75,-73,-78,-77,-77,-78,-78

-70,-72,-70,-71,-72,-73,-72,-72,-70,-72,-71,-71,-71,-71,-70,-71,-71,-72,-73,-73,-70,-70,-72,-71,-69

-71,-72,-70,-71,-69,-68,-70,-73,-71,-71,-72,-74,-72,-70,-73,-73,-70,-71,-68,-67,-74,-73,-69,-71,-71

5,10,12,14,7,17

-76,-72,-73,-70,-74,-75,-72,-73,-71,-72,-72,-70,-70,-72,-70,-70,-70,-70,-72,-73,-74,-74,-76,-74,-78

-69,-65,-69,-69,-69,-69,-67,-67,-66,-68,-65,-68,-69,-69,-67,-70,-68,-68,-69,-67,-67,-69,-66,-67,-66

-76,-77,-74,-75,-74,-77,-75,-77,-76,-76,-75,-79,-75,-78,-78,-73,-74,-77,-75,-75,-77,-76,-75,-76,-77

-70,-72,-70,-73,-69,-67,-70,-71,-70,-67,-73,-71,-70,-69,-72,-73,-70,-73,-70,-70,-70,-71,-65,-72,-67

-81,-81,-83,-81,-82,-80,-82,-83,-84,-85,-86,-85,-84,-83,-83,-85,-84,-83,-86,-83,-84,-83,-85,-83,-83

-79,-71,-71,-77,-71,-74,-72,-75,-73,-74,-72,-79,-75,-73,-75,-76,-74,-77,-76,-73,-69,-74,-74,-77,-78

-67,-66,-65,-66,-65,-66,-65,-66,-66,-65,-66,-67,-65,-65,-66,-66,-66,-67,-66,-66,-66,-66,-65,-65,-66

-76,-77,-76,-75,-77,-77,-76,-77,-77,-74,-73,-72,-74,-72,-77,-77,-73,-73,-69,-69,-74,-71,-74,-76,-77

-69,-70,-70,-73,-71,-74,-74,-72,-71,-74,-74,-75,-74,-75,-74,-74,-74,-75,-77,-73,-75,-73,-76,-77,-74

-67,-66,-67,-68,-67,-64,-69,-68,-67,-67,-66,-67,-67,-68,-66,-67,-66,-68,-69,-63,-67,-67,-67,-68,-67

-73,-72,-73,-75,-76,-73,-74,-73,-74,-78,-80,-76,-73,-72,-71,-78,-73,-75,-77,-77,-72,-75,-78,-74,-70

-70,-69,-69,-71,-71,-70,-71,-69,-70,-70,-71,-71,-70,-71,-70,-70,-70,-70,-72,-72,-70,-70,-70,-70,-71

2,6,8,15,10,13

-71,-69,-70,-68,-69,-70,-71,-70,-68,-71,-68,-71,-71,-69,-69,-68,-70,-70,-68,-70,-68,-69,-71,-68,-71

-76,-76,-78,-75,-78,-75,-77,-76,-79,-78,-75,-77,-76,-80,-78,-77,-75,-76,-74,-75,-79,-75,-78,-77,-75

-71,-70,-70,-69,-68,-68,-69,-67,-69,-69,-67,-68,-68,-71,-71,-69,-68,-68,-67,-69,-71,-68,-69,-67,-69

-73,-73,-73,-74,-73,-73,-72,-73,-72,-72,-72,-71,-72,-73,-72,-73,-70,-74,-70,-72,-73,-70,-70,-71,-71

-69,-76,-71,-69,-69,-78,-71,-75,-69,-74,-76,-74,-73,-69,-72,-70,-70,-69,-70,-72,-72,-71,-68,-68,-72

-71,-69,-69,-72,-69,-70,-72,-70,-71,-69,-69,-69,-70,-70,-70,-70,-69,-71,-70,-69,-70,-70,-71,-69,-70

-73,-69,-74,-76,-73,-74,-73,-69,-79,-73,-72,-79,-73,-72,-68,-82,-73,-78,-74,-76,-73,-66,-77,-78,-66

-70,-70,-71,-70,-72,-71,-71,-71,-71,-71,-71,-71,-71,-71,-70,-71,-70,-69,-70,-70,-70,-68,-71,-70,-69

-67,-69,-69,-69,-68,-67,-70,-71,-67,-70,-68,-70,-69,-68,-67,-70,-68,-69,-69,-68,-68,-68,-72,-70,-70

-75,-72,-76,-77,-73,-77,-74,-78,-76,-71,-73,-74,-72,-72,-73,-74,-71,-74,-74,-73,-75,-73,-72,-72,-70

-68,-68,-70,-69,-69,-69,-68,-69,-69,-69,-66,-68,-68,-68,-68,-68,-67,-67,-67,-68,-68,-67,-69,-69,-68

-67,-69,-70,-70,-72,-73,-69,-69,-67,-69,-66,-72,-69,-72,-74,-70,-70,-72,-68,-69,-72,-72,-73,-70,-69

1,12,3,7,4,18

-74,-71,-69,-68,-70,-68,-69,-68,-71,-71,-76,-77,-67,-72,-68,-72,-69,-72,-67,-76,-70,-73,-68,-71,-68

-70,-69,-67,-67,-65,-65,-69,-67,-65,-74,-69,-69,-61,-70,-68,-71,-72,-63,-63,-70,-67,-69,-66,-69,-69

-71,-68,-68,-71,-70,-70,-71,-72,-71,-73,-72,-71,-68,-70,-74,-69,-73,-66,-72,-71,-72,-71,-73,-73,-69

-78,-77,-77,-76,-77,-76,-76,-74,-77,-78,-78,-76,-77,-79,-75,-76,-77,-77,-78,-79,-76,-77,-73,-74,-77

-73,-71,-74,-75,-72,-73,-75,-72,-74,-75,-73,-73,-73,-73,-75,-72,-74,-72,-73,-73,-72,-72,-74,-71,-72

-75,-73,-71,-74,-72,-73,-74,-71,-74,-68,-72,-72,-74,-75,-77,-70,-71,-71,-70,-75,-71,-71,-79,-79,-75

-75,-76,-74,-75,-75,-74,-75,-73,-77,-74,-76,-74,-76,-76,-73,-75,-73,-74,-72,-75,-76,-77,-77,-74,-75

-69,-70,-73,-71,-72,-72,-71,-71,-71,-74,-73,-71,-73,-70,-74,-71,-72,-72,-71,-72,-72,-71,-71,-70,-69

-79,-76,-74,-75,-77,-77,-76,-78,-75,-76,-75,-75,-76,-76,-74,-75,-74,-74,-78,-79,-79,-76,-75,-77,-74

-64,-63,-64,-65,-64,-65,-64,-64,-64,-65,-64,-64,-64,-65,-67,-65,-65,-66,-66,-64,-65,-64,-66,-64,-64

-70,-71,-75,-73,-69,-71,-72,-73,-74,-72,-74,-72,-70,-73,-77,-73,-73,-70,-74,-72,-74,-73,-75,-76,-74

-76,-76,-72,-74,-75,-74,-71,-73,-73,-75,-77,-72,-75,-72,-73,-74,-74,-77,-74,-70,-73,-72,-72,-72,-71

6,11,9,14,16,17

-72,-72,-75,-73,-72,-71,-75,-71,-72,-71,-67,-68,-71,-74,-74,-69,-72,-73,-72,-70,-73,-73,-70,-71,-73

-66,-66,-66,-67,-67,-67,-67,-66,-67,-66,-66,-68,-65,-68,-67,-67,-67,-67,-66,-67,-67,-66,-66,-65,-68

-70,-69,-70,-69,-70,-69,-69,-69,-69,-69,-70,-70,-69,-70,-70,-69,-70,-69,-69,-69,-69,-69,-70,-69,-69

-71,-72,-70,-70,-66,-72,-68,-71,-71,-71,-70,-69,-71,-67,-66,-70,-72,-72,-71,-73,-70,-73,-65,-69,-69

-67,-66,-73,-69,-72,-73,-72,-68,-69,-68,-69,-71,-73,-70,-67,-72,-70,-72,-68,-64,-68,-73,-69,-68,-68

-71,-77,-71,-72,-73,-69,-71,-73,-74,-77,-72,-77,-73,-71,-71,-71,-71,-75,-77,-75,-72,-69,-70,-74,-74

-70,-70,-69,-69,-68,-70,-68,-68,-68,-70,-68,-68,-69,-69,-68,-70,-69,-70,-69,-67,-69,-69,-69,-68,-69

-65,-66,-68,-65,-68,-65,-66,-67,-66,-66,-66,-68,-65,-65,-67,-66,-66,-67,-66,-66,-67,-65,-66,-66,-68

-73,-75,-75,-73,-72,-74,-74,-72,-72,-72,-72,-73,-73,-72,-73,-72,-72,-72,-72,-72,-72,-73,-71,-71,-72

-75,-70,-73,-72,-73,-71,-75,-73,-72,-74,-74,-75,-76,-73,-74,-73,-73,-71,-73,-72,-73,-73,-72,-73,-73

-49,-50,-48,-49,-49,-49,-49,-49,-48,-49,-48,-49,-49,-49,-48,-48,-49,-48,-49,-49,-48,-49,-49,-49,-49

-69,-66,-68,-67,-67,-68,-69,-67,-69,-70,-68,-69,-71,-73,-70,-70,-69,-69,-71,-69,-70,-70,-66,-68,-70

2,5,8,12,10,15

-67,-68,-68,-66,-67,-69,-68,-68,-66,-68,-68,-67,-68,-68,-69,-69,-67,-68,-67,-67,-67,-68,-68,-68,-67

-73,-73,-73,-74,-73,-72,-74,-72,-73,-73,-74,-72,-72,-73,-73,-71,-70,-73,-73,-74,-72,-72,-72,-72,-73

-77,-80,-74,-76,-76,-77,-77,-75,-78,-76,-74,-74,-74,-76,-76,-75,-75,-75,-74,-74,-75,-73,-76,-74,-75

-77,-76,-76,-75,-75,-76,-78,-78,-74,-77,-75,-75,-75,-74,-76,-78,-77,-74,-75,-76,-77,-76,-75,-73,-76

-73,-72,-74,-71,-72,-72,-72,-75,-72,-73,-73,-73,-75,-70,-74,-75,-74,-73,-72,-73,-75,-74,-72,-72,-74

-76,-75,-75,-76,-74,-76,-76,-74,-77,-76,-77,-74,-80,-77,-74,-74,-73,-77,-74,-76,-73,-75,-73,-74,-76

-70,-67,-69,-70,-71,-75,-68,-72,-69,-74,-70,-66,-72,-74,-71,-66,-69,-79,-76,-75,-71,-75,-73,-73,-74

-73,-73,-75,-70,-69,-71,-71,-71,-73,-68,-71,-71,-78,-75,-72,-69,-77,-73,-73,-73,-68,-73,-70,-73,-73

-74,-73,-68,-74,-72,-74,-72,-70,-72,-71,-71,-72,-67,-71,-73,-74,-73,-74,-75,-71,-73,-69,-74,-74,-70

-74,-73,-74,-74,-74,-74,-74,-73,-74,-75,-74,-74,-75,-74,-74,-74,-75,-74,-74,-74,-74,-74,-73,-75,-74

-73,-74,-77,-74,-73,-72,-73,-75,-75,-73,-72,-71,-72,-73,-72,-73,-73,-74,-74,-70,-74,-74,-72,-74,-74

-73,-75,-76,-74,-75,-73,-74,-74,-75,-75,-76,-76,-76,-76,-75,-75,-75,-74,-75,-75,-74,-76,-75,-76,-75

1,3,4,11,7,17

-54,-55,-55,-54,-56,-54,-55,-54,-54,-55,-54,-54,-55,-55,-54,-54,-54,-54,-54,-54,-54,-55,-55,-54,-55

-74,-77,-74,-74,-75,-74,-74,-76,-73,-73,-75,-77,-77,-77,-72,-74,-74,-75,-74,-75,-77,-75,-76,-72,-78

-71,-77,-74,-75,-76,-77,-78,-74,-72,-73,-75,-73,-76,-73,-72,-75,-76,-72,-74,-75,-73,-77,-74,-73,-75

-72,-70,-72,-70,-71,-73,-70,-72,-71,-72,-71,-71,-71,-73,-72,-70,-71,-70,-72,-73,-73,-72,-78,-72,-69

-68,-69,-64,-69,-70,-68,-68,-68,-65,-67,-65,-70,-68,-68,-70,-66,-68,-70,-72,-69,-70,-71,-67,-69,-71

-78,-79,-74,-73,-79,-73,-78,-80,-73,-73,-72,-74,-79,-79,-74,-73,-75,-75,-75,-74,-71,-78,-82,-76,-76

-75,-78,-78,-78,-74,-74,-69,-74,-77,-76,-77,-74,-72,-72,-79,-78,-73,-77,-78,-72,-74,-73,-75,-79,-77

-72,-73,-73,-73,-72,-73,-73,-74,-73,-73,-74,-73,-72,-73,-74,-73,-73,-73,-72,-73,-72,-73,-73,-72,-74

-70,-74,-71,-72,-70,-71,-70,-71,-71,-73,-72,-76,-73,-71,-70,-74,-71,-70,-71,-71,-70,-71,-71,-71,-73

-73,-71,-73,-73,-73,-71,-72,-71,-73,-72,-73,-72,-72,-73,-72,-72,-72,-74,-71,-75,-76,-72,-74,-70,-73

-70,-71,-68,-72,-71,-69,-69,-71,-70,-71,-70,-72,-71,-69,-70,-71,-70,-70,-71,-69,-69,-68,-70,-69,-69

-71,-70,-71,-69,-70,-71,-71,-69,-71,-69,-71,-69,-70,-69,-70,-70,-70,-70,-70,-70,-70,-72,-72,-73,-71

6,9,13,16,14,18

-69,-71,-72,-71,-70,-73,-69,-68,-71,-71,-70,-70,-73,-71,-71,-70,-68,-69,-69,-72,-71,-69,-71,-75,-74

-76,-75,-74,-74,-73,-73,-72,-77,-75,-71,-72,-74,-72,-71,-72,-74,-75,-74,-74,-75,-74,-75,-72,-72,-75

-70,-72,-76,-75,-73,-73,-74,-72,-71,-73,-71,-71,-77,-77,-71,-72,-74,-74,-74,-81,-70,-77,-72,-78,-75

-74,-72,-76,-75,-75,-70,-70,-73,-73,-76,-72,-71,-78,-76,-71,-69,-75,-71,-73,-73,-67,-70,-70,-73,-71

-67,-66,-65,-66,-67,-66,-65,-64,-66,-65,-66,-65,-66,-65,-66,-67,-66,-67,-66,-68,-66,-67,-68,-68,-68

-69,-69,-69,-69,-70,-71,-69,-70,-68,-70,-69,-68,-67,-68,-68,-69,-70,-69,-68,-68,-68,-70,-69,-69,-68

-63,-65,-66,-62,-63,-62,-63,-67,-61,-64,-66,-67,-66,-65,-61,-65,-63,-62,-65,-64,-63,-61,-63,-61,-66

-76,-75,-78,-75,-73,-73,-74,-73,-74,-73,-74,-74,-75,-77,-75,-72,-76,-74,-76,-74,-74,-79,-76,-74,-75

-67,-66,-66,-66,-66,-66,-65,-67,-67,-65,-66,-65,-65,-67,-67,-66,-65,-65,-64,-63,-64,-66,-64,-67,-65

-68,-67,-69,-71,-70,-68,-69,-68,-67,-68,-67,-71,-67,-67,-66,-69,-69,-67,-68,-70,-71,-69,-67,-71,-67

-49,-47,-51,-49,-50,-48,-52,-51,-49,-49,-49,-50,-50,-53,-52,-50,-51,-53,-51,-54,-49,-50,-50,-50,-50

-65,-64,-64,-65,-65,-64,-64,-65,-64,-64,-64,-64,-64,-64,-64,-65,-65,-64,-64,-62,-62,-63,-64,-66,-63

6,11,16,2,14,16

-75,-76,-77,-81,-76,-78,-77,-79,-79,-77,-78,-79,-78,-77,-79,-77,-78,-77,-80,-77,-78,-79,-78,-79,-78

-72,-73,-71,-71,-72,-70,-75,-74,-74,-74,-74,-72,-72,-71,-73,-71,-73,-73,-72,-71,-72,-72,-72,-72,-73

-67,-70,-69,-72,-68,-69,-68,-66,-68,-70,-69,-68,-70,-69,-72,-70,-69,-70,-71,-72,-67,-69,-66,-68,-70

-68,-67,-66,-68,-67,-69,-72,-70,-70,-72,-70,-72,-69,-69,-68,-71,-69,-68,-67,-68,-72,-70,-69,-70,-70

-72,-73,-71,-71,-73,-71,-72,-74,-74,-73,-73,-74,-73,-71,-72,-73,-72,-74,-74,-73,-74,-73,-74,-74,-72

-76,-76,-78,-78,-77,-77,-79,-78,-78,-77,-78,-77,-77,-75,-79,-75,-79,-77,-76,-78,-77,-78,-78,-76,-75

-70,-71,-71,-72,-73,-70,-71,-72,-72,-72,-72,-73,-75,-72,-71,-70,-73,-71,-70,-71,-72,-73,-71,-72,-70

-55,-55,-56,-54,-54,-58,-53,-54,-53,-53,-52,-52,-55,-56,-51,-54,-55,-54,-53,-53,-51,-55,-57,-53,-53

-75,-73,-72,-74,-72,-76,-77,-75,-73,-72,-75,-74,-73,-72,-70,-73,-69,-76,-74,-71,-74,-74,-80,-76,-78

-76,-77,-76,-74,-77,-75,-76,-75,-76,-75,-77,-74,-76,-74,-75,-75,-76,-77,-74,-75,-76,-76,-76,-75,-76

-65,-64,-66,-68,-66,-66,-66,-69,-67,-65,-66,-65,-65,-67,-68,-65,-66,-66,-68,-69,-67,-68,-65,-65,-67

-73,-74,-74,-72,-75,-72,-70,-73,-72,-74,-73,-72,-74,-75,-72,-71,-75,-73,-73,-74,-74,-73,-75,-71,-72

18,16,9,4,4,13

-71,-74,-76,-74,-73,-74,-76,-75,-77,-75,-80,-73,-72,-72,-76,-75,-74,-72,-75,-74,-77,-73,-71,-73,-72

